society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
emaar palm gardens,1.0,sector 83,814.0,3,3,3,2.0,Relatively New,flat,1387.0,1,1,1,1,0,2,174
signature global superbia,0.04,sector 95,672.0,2,2,3,2.0,Under Construction,flat,661.0,0,0,0,0,0,1,0
dlf the crest,1.0,sector 54,3549.0,4,5,3+,7.0,Relatively New,flat,3444.0,1,1,0,1,0,1,49
vipul tatvam villa,7.65,sector 48,19125.0,4,4,3,2.0,Moderately Old,house,4000.0,1,1,0,0,1,1,49
independent,3.5,sector 38,24306.0,3,3,2,1.0,Relatively New,house,1440.0,0,0,0,0,0,1,0
signature the roselia,0.04,sector 95,619.0,2,2,2,12.0,New Property,flat,670.0,1,0,0,0,0,2,90
chd avenue,1.0,sector 71,673.0,3,3,3+,3.0,Relatively New,flat,1344.0,0,0,0,0,0,2,7
independent,16.0,sector 26,35556.0,5,6,3,2.0,Old Property,house,4500.0,0,0,0,0,0,1,0
independent,0.69,sector 7,9103.0,1,1,1,2.0,Old Property,house,758.0,0,0,0,0,0,1,0
independent,0.6,sector 105,13333.0,3,3,0,3.0,Moderately Old,house,450.0,0,0,0,0,0,1,0
signature global solera,0.05,sector 107,769.0,2,2,1,11.0,Relatively New,flat,494.0,0,0,0,0,0,1,55
ats tourmaline,1.0,sector 109,1000.0,3,3,3,4.0,New Property,flat,1466.0,0,0,0,0,0,1,31
ambience creacions,3.0,sector 22,1150.0,3,4,3+,2.0,New Property,flat,2517.0,0,0,0,0,0,1,42
umang monsoon breeze,0.06,sector 78,539.0,2,2,2,11.0,Moderately Old,flat,1422.0,0,0,0,0,0,1,60
ss the leaf,1.0,sector 85,732.0,2,2,3,12.0,Relatively New,flat,1484.0,0,0,0,0,0,2,157
tarc maceo,0.08,sector 91,664.0,2,2,2,9.0,Relatively New,flat,1148.0,0,0,1,0,0,1,78
"godrej 101, sector 79",1.0,sector 79,904.0,2,2,3,1.0,Relatively New,flat,1383.0,0,0,0,0,0,1,0
m3m capital,3.0,sector 113,1414.0,4,4,3+,34.0,Under Construction,flat,2553.0,1,1,0,1,0,1,115
avl 36 gurgaon,0.06,sector 36a,896.0,2,2,2,7.0,Relatively New,flat,657.0,0,0,0,0,0,1,89
corona optus,1.0,sector 37c,692.0,3,4,3,8.0,Relatively New,flat,1635.0,0,0,0,0,0,1,149
bestech park view residency,0.09,sector 2,626.0,2,2,3,14.0,Moderately Old,flat,1416.0,1,0,0,0,0,1,92
vatika gurgaon,1.0,sector 83,718.0,4,4,3,10.0,Relatively New,flat,2167.0,0,1,0,0,0,1,35
shree vardhman victoria,1.0,sector 70,1425.0,3,5,3,8.0,Relatively New,flat,1527.0,0,1,0,0,0,1,108
godrej summit,0.09,sector 104,595.0,3,3,3,12.0,Relatively New,flat,1490.0,0,0,0,0,1,1,79
sidhartha ncr one phase,0.09,sector 95,450.0,3,3,1,15.0,Relatively New,flat,2000.0,0,0,0,0,0,1,60
tata primanti,5.0,sector 72,1111.0,4,4,3+,2.0,Moderately Old,flat,4500.0,1,1,0,1,1,2,174
pareena coban residences,1.0,sector 99a,651.0,3,3,0,16.0,New Property,flat,1997.0,0,0,0,0,0,1,0
mvn athens,0.02,sohna road,367.0,2,2,1,11.0,Relatively New,flat,681.0,0,0,0,0,0,2,67
pivotal devaan,0.03,sector 84,634.0,2,2,1,5.0,Relatively New,flat,532.0,0,0,0,0,0,1,73
emaar mgf emerald floors premier,2.0,sector 65,1443.0,4,4,3+,0.0,Relatively New,flat,1787.0,1,1,0,0,0,2,151
sahara grace,5.0,sector 28,1461.0,4,5,3+,5.0,Moderately Old,flat,3406.0,0,1,0,0,1,2,8
indiabulls enigma,4.0,sector 110,1057.0,5,5,2,10.0,Relatively New,flat,3500.0,0,1,0,0,0,1,159
ild greens,1.0,sector 37c,472.0,3,3,3,3.0,Under Construction,flat,1629.0,0,0,0,0,0,1,51
vatika lifestyle homes,1.0,sector 83,684.0,3,2,1,6.0,Relatively New,flat,1654.0,1,1,1,1,0,0,174
today callidora,0.09,sector 73,555.0,3,3,3,3.0,Under Construction,flat,1622.0,0,1,0,0,0,1,63
independent,3.5,sector 57,21605.0,4,4,3+,3.0,Old Property,house,1620.0,0,0,1,0,0,2,67
indiabulls enigma,3.0,sector 110,1088.0,4,5,3,7.0,Relatively New,flat,3077.0,0,1,0,0,0,1,156
vipul world,3.35,sector 48,5583.0,6,5,3+,3.0,Moderately Old,house,6000.0,0,0,0,0,0,1,53
experion the heartsong,1.0,sector 108,654.0,3,2,3+,2.0,Relatively New,flat,1343.0,1,1,0,0,0,2,77
ambience creacions,3.0,sector 22,1944.0,3,4,3+,8.0,New Property,flat,2000.0,0,1,0,0,0,2,57
independent,4.0,sector 11,19753.0,5,4,1,2.0,Moderately Old,house,2025.0,0,0,0,0,0,1,0
independent,10.45,sector 50,38704.0,4,5,2,3.0,Moderately Old,house,4000.0,1,1,0,1,0,2,142
mittal cosmos executive apartments,0.07,sector 2,655.0,2,2,2,15.0,Old Property,flat,1100.0,0,0,0,0,0,2,42
emaar palm gardens,1.0,sector 83,921.0,3,3,3,6.0,Relatively New,flat,1549.0,0,1,0,0,0,2,105
smart world orchard,1.0,sector 61,1225.0,2,2,2,2.0,Under Construction,flat,1333.0,1,0,0,0,0,1,76
breez global heights,0.04,sohna road,669.0,2,2,2,7.0,Relatively New,flat,762.0,0,0,0,0,0,1,57
ss the leaf,2.0,sector 85,564.0,4,6,3,10.0,Relatively New,flat,3920.0,0,1,0,0,0,1,174
rof ananda,0.05,sector 95,550.0,3,2,2,14.0,New Property,flat,866.0,1,0,0,0,0,0,30
satya the hermitage,0.09,sector 103,666.0,3,4,3+,2.0,Relatively New,flat,1731.0,0,1,0,1,0,1,174
cghs airport apartment,1.0,sector 47,786.0,3,3,3,1.0,Old Property,flat,1906.0,0,0,0,0,1,2,136
gls arawali homes,0.02,sohna road,494.0,2,2,2,3.0,Relatively New,flat,500.0,0,0,0,0,0,2,42
dlf the ultima,2.0,sector 81,1048.0,3,4,3+,17.0,Relatively New,flat,1900.0,0,1,0,0,0,0,49
tata primanti,4.0,sector 72,1377.0,4,5,3+,9.0,Relatively New,flat,2800.0,0,1,0,0,0,2,165
landmark the residency,0.09,sector 103,667.0,2,2,2,1.0,Relatively New,flat,1222.0,0,0,0,0,0,1,44
corona gracieux,1.0,sector 76,550.0,4,6,3+,8.0,New Property,flat,2398.0,0,1,0,0,0,1,58
sukhshanti apartment,1.0,sector 56,773.0,3,3,3,4.0,Moderately Old,flat,2200.0,1,0,0,0,0,1,49
satya element one,0.09,sector 49,1402.0,1,2,2,2.0,Moderately Old,flat,746.0,0,0,0,0,0,1,0
conscient elevate,4.0,sector 59,1852.0,3,4,3,3.0,Under Construction,flat,2077.0,0,0,0,0,0,1,0
madan puri,0.75,sector 7,12500.0,3,5,3,3.0,Moderately Old,house,600.0,0,0,0,0,0,1,0
bptp astaire gardens,1.0,sector 70a,877.0,3,3,2,1.0,Relatively New,flat,1300.0,0,0,0,0,1,1,49
signature global solera 2,0.05,sector 107,893.0,2,2,2,13.0,New Property,flat,622.0,0,0,0,0,0,1,8
pareena coban residences,1.0,sector 99a,781.0,3,5,3,4.0,New Property,flat,1807.0,0,1,0,0,1,1,49
independent,10.0,sector 24,25543.0,8,10,3+,1.0,Old Property,house,3915.0,0,0,0,0,0,1,0
vipul tatvam villa,8.5,sector 48,26235.0,4,4,2,2.0,Moderately Old,house,3240.0,0,1,1,1,0,1,88
bhemerlei,0.06,sohna road road,510.0,2,2,2,3.0,Under Construction,flat,1350.0,0,0,0,0,0,1,0
pareena coban residences,1.0,sector 99a,663.0,3,5,3,2.0,Relatively New,flat,1750.0,0,1,0,0,1,1,49
antriksh heights,0.08,sector 84,556.0,2,2,3,10.0,New Property,flat,1222.0,1,0,0,0,1,1,24
valley view estate,1.0,gwal pahari,828.0,4,4,3+,9.0,Old Property,flat,2013.0,1,1,0,0,1,1,135
hero homes,1.0,sector 104,1755.0,2,2,2,22.0,Under Construction,flat,877.0,0,0,0,0,0,1,30
dlf the icon,5.0,sector 43,2039.0,4,4,3,9.0,Old Property,flat,2570.0,0,1,0,1,1,1,135
independent,9.0,sector 13,11111.0,10,5,3+,4.0,Old Property,house,8100.0,0,0,0,0,0,1,0
project housing board colony,2.58,sector 28,17695.0,4,2,2,2.0,Old Property,house,1458.0,0,0,0,0,0,1,0
dlf express greens,1.0,manesar,681.0,4,6,3+,4.0,Relatively New,flat,2611.0,1,1,0,1,0,1,49
godrej air,1.0,sector 85,1060.0,2,2,1,15.0,Under Construction,flat,97.0,0,0,0,0,0,1,45
supertech araville,1.0,sector 79,564.0,3,3,3,1.0,Relatively New,flat,2167.0,0,0,0,0,0,2,106
ss the leaf,1.0,sector 85,1073.0,2,2,3,9.0,Relatively New,flat,1700.0,1,0,0,0,0,2,150
sobha city,3.0,sector 108,1686.0,3,4,2,15.0,Relatively New,flat,17796.0,0,1,0,0,0,1,49
emaar gurgaon greens,1.0,sector 102,788.0,3,3,3,7.0,Relatively New,flat,1388.0,0,1,0,0,0,1,93
rose apartment,3.0,sector 28,1048.0,3,5,3+,8.0,Old Property,flat,2590.0,0,0,0,0,0,1,0
ramsons kshitij,0.03,sector 95,450.0,2,2,1,8.0,Relatively New,flat,563.0,0,0,0,0,1,0,28
emaar mgf the palm drive,1.0,sector 66,1513.0,2,2,2,5.0,Relatively New,flat,1188.0,0,0,0,1,0,2,82
independent,3.5,sector 31,24155.0,4,4,3,2.0,Old Property,house,1449.0,0,0,1,0,0,2,70
bptp astaire gardens,1.18,sector 70a,8138.0,3,3,3+,2.0,Relatively New,house,1611.0,0,0,0,0,1,2,153
parsvnath exotica,5.0,sector 53,1727.0,3,4,3+,8.0,Relatively New,flat,2500.0,0,1,0,1,1,2,49
paras dews,0.09,sector 106,881.0,2,2,3,6.0,New Property,flat,1200.0,0,0,0,1,0,2,174
vatika independent floors,1.0,sector 82,806.0,4,3,0,1.0,Relatively New,flat,1800.0,0,0,0,0,0,1,50
dlf new town heights,2.0,sector 91,697.0,4,4,3+,16.0,Moderately Old,flat,2468.0,1,1,0,1,0,1,65
unitech uniworld resorts,9.55,sector 33,19293.0,6,7,3+,2.0,Relatively New,house,4950.0,1,1,1,1,0,2,126
central park resorts,3.0,sector 48,1524.0,3,3,3+,9.0,Relatively New,flat,19685.0,0,0,0,0,1,2,157
ats triumph,1.0,sector 104,808.0,3,3,3+,24.0,Relatively New,flat,2072.0,0,1,0,0,0,1,174
independent,2.15,sector 43,13030.0,1,1,0,1.0,Moderately Old,house,1650.0,0,0,0,0,0,1,0
independent,6.25,sector 57,2778.0,9,9,3+,3.0,New Property,house,2660.0,0,1,0,0,0,2,61
ireo skyon,2.0,sector 60,1394.0,3,4,3+,5.0,Relatively New,flat,1640.0,0,1,0,0,0,2,174
shapoorji pallonji joyville gurugram,1.0,sector 102,1053.0,2,2,3,10.0,Relatively New,flat,1100.0,0,0,0,0,0,1,49
emaar mgf the palm drive,3.0,sector 66,1568.0,3,4,3,6.0,Relatively New,flat,2000.0,0,1,0,0,0,2,95
ramson kshitij sec-95 gurugram,0.02,sector 95,270.0,2,2,0,1.0,Relatively New,flat,758.0,0,0,0,0,0,1,0
elevate,6.0,sector 50,1988.0,4,4,0,10.0,Moderately Old,flat,3395.0,0,0,0,0,0,1,0
ramsons kshitij,0.03,sector 95,549.0,2,2,0,5.0,Relatively New,flat,637.0,0,0,0,0,0,1,0
ats triumph,1.0,sector 104,764.0,3,4,3+,12.0,Relatively New,flat,2036.0,1,1,0,1,1,2,21
krrish florence estate,1.0,sector 70,776.0,3,4,3+,27.0,New Property,flat,1923.0,1,1,0,0,0,1,81
pioneer park,1.0,sector 61,1159.0,2,2,2,21.0,Relatively New,flat,1533.0,0,1,0,0,0,1,105
smart world orchard,1.0,sector 61,1391.0,2,2,2,3.0,New Property,flat,1278.0,1,0,0,0,0,1,122
aipl the peaceful homes,1.0,sector 70a,958.0,2,2,2,22.0,Moderately Old,flat,1416.0,0,0,0,0,0,1,86
shapoorji pallonji joyville gurugram,1.0,sector 102,1038.0,2,2,3,14.0,Relatively New,flat,1368.0,0,0,0,0,0,1,0
smart world orchard,2.0,sector 61,1291.0,3,3,2,3.0,New Property,flat,1721.0,0,0,0,0,1,1,61
signature global solera,0.02,sector 107,583.0,2,2,2,11.0,Relatively New,flat,543.0,0,0,0,0,0,1,45
bestech park view aindependentda,4.35,sector 81,7937.0,4,4,3,2.0,Relatively New,house,5480.0,0,1,1,0,0,1,51
emaar mgf emerald floors premier,2.0,sector 65,1697.0,3,3,3+,3.0,Relatively New,flat,1833.0,1,1,0,0,0,2,38
independent,8.5,sector 17b,18814.0,4,4,2,2.0,Old Property,house,4518.0,1,1,0,1,0,2,21
indiabulls centrum park,1.0,sector 103,779.0,3,3,3+,6.0,Relatively New,flat,1300.0,1,0,0,0,0,1,49
professors enclave cghs,1.0,sector 56,832.0,3,3,2,6.0,Old Property,flat,1920.0,0,1,0,1,0,2,104
dlf regal gardens,1.0,sector 90,710.0,3,3,3+,12.0,Relatively New,flat,1817.0,0,1,0,0,0,1,152
ats tourmaline,1.0,sector 109,800.0,3,3,3+,8.0,Relatively New,flat,1466.0,0,0,1,0,0,1,119
m3m capital,2.0,sector 113,1262.0,4,4,3+,11.0,Under Construction,flat,2553.0,1,1,0,0,0,1,49
ansals palam vihar,2.75,sector 2,17662.0,3,3,3,2.0,Moderately Old,house,1557.0,1,0,0,1,0,2,15
apex builders,0.04,sector 37c,560.0,2,2,2,4.0,Relatively New,flat,833.0,0,0,0,0,0,1,42
parsvnath exotica,4.0,sector 53,1468.0,3,4,3+,12.0,New Property,flat,2895.0,0,0,0,0,0,1,69
shapoorji pallonji joyville gurugram,0.09,sector 102,1645.0,2,2,2,10.0,Relatively New,flat,742.0,0,0,0,0,0,1,151
aipl zen residences,1.0,sector 70a,990.0,2,2,2,19.0,New Property,flat,1402.0,0,0,0,0,0,1,42
independent,8.0,sector 7,22222.0,4,5,3+,1.0,Old Property,house,3600.0,1,1,0,1,0,1,31
tulip violet,3.0,sector 69,966.0,4,5,3+,14.0,Relatively New,flat,2856.0,0,1,0,0,1,1,49
independent,8.0,sector 25,8000.0,3,9,2,3.0,New Property,house,11111.0,0,0,0,0,0,1,0
signature global orchard avenue,0.03,sector 93,671.0,2,2,2,6.0,Relatively New,flat,604.0,0,0,0,0,0,1,16
sahara grace,4.0,sector 28,1242.0,3,4,3,5.0,Old Property,flat,3133.0,0,1,1,0,0,1,24
puri emerald bay,2.0,sector 104,1000.0,3,4,3+,14.0,Relatively New,flat,2131.0,0,1,0,0,0,2,56
alpha corp gurgaonone,1.0,sector 84,750.0,2,2,3,14.0,Relatively New,flat,1394.0,1,0,0,0,0,1,28
emaar palm gardens,1.0,sector 83,1200.0,3,4,3+,6.0,Relatively New,flat,1667.0,0,1,0,0,0,2,96
grover homes sec 4,4.75,sector 4,9374.0,5,5,1,1.0,Old Property,house,5067.0,1,1,0,1,0,2,35
central park flower valley,1.0,sector 33,1038.0,3,2,2,3.0,New Property,flat,1444.0,0,0,0,0,0,1,87
sare crescent parc royal greens phase 1,0.85,sector 92,4877.0,4,4,3,4.0,Relatively New,house,1743.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,946.0,3,4,2,0.0,Relatively New,flat,2056.0,0,0,0,0,0,2,174
ss the leaf,1.0,sector 85,634.0,2,2,2,12.0,Relatively New,flat,1512.0,0,0,0,0,0,1,44
vatika gurgaon,1.0,sector 83,663.0,3,3,2,7.0,Relatively New,flat,1570.0,0,0,0,0,0,2,74
green court,0.04,sector 90,719.0,2,2,1,2.0,New Property,flat,696.0,0,0,0,0,0,2,42
ireo victory valley,3.0,sector 67,1458.0,3,4,3,24.0,Relatively New,flat,2490.0,0,1,0,1,0,2,149
orchid petals,2.0,sector 49,1097.0,3,3,3,14.0,Relatively New,flat,1840.0,0,0,0,0,1,1,40
m3m golfestate,5.0,sector 65,1813.0,3,4,3,19.0,Moderately Old,flat,2696.0,1,1,0,0,0,2,174
dlf belvedere towers,3.0,sector 25,1377.0,4,4,3,1.0,Old Property,flat,2744.0,0,1,0,0,0,1,26
independent,0.85,sector 3 phase 3 extension,8500.0,1,1,0,1.0,Moderately Old,house,1000.0,0,0,0,0,0,1,0
ramsons kshitij,0.04,sector 95,584.0,3,2,2,6.0,Relatively New,flat,761.0,0,0,0,0,0,1,0
vipul tatvam villa,18.5,sector 48,26429.0,4,4,1,1.0,Moderately Old,house,7000.0,0,0,0,0,0,1,30
signature global city,1.0,sector 37d,849.0,3,3,2,2.0,Under Construction,flat,1439.0,0,0,0,0,0,1,36
ashiana mulberry,0.07,sohna road,601.0,2,2,3+,12.0,Relatively New,flat,1367.0,0,0,0,0,0,1,71
godrej summit,1.0,sector 104,583.0,3,4,3+,7.0,Relatively New,flat,2000.0,0,1,0,0,0,2,96
tarc maceo,1.0,sector 91,776.0,4,3,3+,0.0,Relatively New,flat,2578.0,1,0,0,1,0,0,45
shree vardhman flora,0.06,sector 90,500.0,2,2,2,12.0,Old Property,flat,1176.0,1,0,0,0,0,1,103
unitech espace,10.45,sector 50,32253.0,5,7,3+,3.0,Moderately Old,house,3240.0,1,1,0,1,1,2,153
hero homes,1.0,sector 104,956.0,3,2,2,18.0,New Property,flat,1094.0,0,0,0,0,0,1,49
experion windchants,4.0,sector 112,1262.0,3,5,3+,4.0,Relatively New,flat,3405.0,0,1,0,0,0,2,42
suncity avenue,0.04,sector 102,893.0,2,2,1,5.0,Relatively New,flat,582.0,0,0,1,0,0,1,142
bestech park view ananda,0.09,sector 81,1063.0,2,2,2,2.0,Relatively New,flat,1112.0,0,0,0,0,0,2,104
hcbs sports ville,0.02,sohna road,377.0,2,2,1,11.0,Relatively New,flat,743.0,0,0,0,0,0,1,38
sare crescent parc,0.05,sector 92,500.0,2,2,3,2.0,Moderately Old,flat,905.0,0,0,0,0,0,1,38
tulip violet,1.0,sector 69,881.0,2,3,1,0.0,Relatively New,flat,1500.0,1,0,0,0,0,2,174
signature global city 63a,1.0,sector 63a,1478.0,2,2,2,2.0,Under Construction,flat,1167.0,0,0,0,0,0,1,0
dlf new town heights,1.0,sector 86,820.0,3,4,3+,12.0,Moderately Old,flat,1740.0,0,1,0,1,0,1,96
bptp terra,1.0,sector 37d,821.0,4,3,3,18.0,Relatively New,flat,2025.0,1,1,0,1,0,1,49
alpha corp gurgaonone,2.0,sector 84,759.0,4,4,3,10.0,Relatively New,flat,3222.0,0,1,0,0,0,1,21
tulip violet,1.0,sector 69,884.0,3,3,2,1.0,Relatively New,flat,1428.0,0,0,0,0,0,1,95
m3m skywalk,1.0,sector 74,1250.0,2,2,3,17.0,Relatively New,flat,1300.0,0,0,1,0,0,1,174
ild greens,0.07,sector 37c,571.0,2,2,3,1.0,Moderately Old,flat,1068.1,0,0,0,0,0,2,103
emaar palm gardens,1.0,sector 83,947.0,3,4,0,9.0,Relatively New,flat,1900.0,0,0,0,0,0,1,55
sushant lok 1 builder floors,1.65,sector 43,3395.0,4,4,3+,4.0,Moderately Old,house,540.0,0,0,0,0,1,0,49
shree vardhman victoria,1.0,sector 70,846.0,3,3,2,6.0,Relatively New,flat,2167.0,1,0,0,0,0,1,72
independent,1.2,sector 23,6231.0,3,2,2,3.0,New Property,house,1500.0,0,0,0,0,0,2,79
whiteland the aspen,3.0,sector 76,1761.0,3,4,3+,5.0,Under Construction,flat,2111.0,0,1,0,0,0,0,151
spaze privy at,1.0,sector 84,745.0,2,2,3,3.0,Relatively New,flat,1457.0,1,0,0,0,0,2,133
dlf park place,6.0,sector 54,2496.0,4,4,2,8.0,Moderately Old,flat,2076.0,0,1,0,0,0,0,135
navjyoti apartment,2.0,sector 38,1194.0,4,4,3+,10.0,Old Property,flat,1954.0,0,0,0,0,0,0,22
lig flat,1.0,sector 40,5000.0,1,1,0,0.0,Moderately Old,flat,300.0,0,0,0,0,0,1,0
raheja vanya,0.05,sector 99a,397.0,2,2,3,1.0,Under Construction,flat,1133.0,0,0,0,0,1,1,96
godrej summit,1.0,sector 104,500.0,4,5,3+,0.0,Relatively New,flat,3000.0,1,1,1,1,0,1,112
pareena coban residences,1.0,sector 99a,800.0,3,3,3,6.0,Under Construction,flat,1810.0,0,0,0,0,0,1,0
nbcc heights,0.07,sector 89,658.0,2,2,2,6.0,Moderately Old,flat,1032.0,0,0,0,0,0,1,0
m3m golfestate,1.0,sector 65,1200.0,4,4,3,13.0,Moderately Old,flat,12222.0,0,1,0,0,0,1,60
bptp terra,1.0,sector 37d,801.0,3,3,3,8.0,Relatively New,flat,1711.0,0,0,0,0,0,1,149
raheja atharva,1.0,sector 109,532.0,4,1,0,0.0,New Property,flat,3008.0,0,0,0,0,0,1,0
godrej aria,1.0,sector 79,743.0,3,4,3+,6.0,New Property,flat,1659.0,0,1,0,0,0,1,81
chanderlok society,0.09,sector 28,723.0,4,2,3+,1.0,Old Property,flat,1382.0,0,0,0,0,0,1,0
pioneer park,2.0,sector 61,1462.0,3,3,3+,16.0,Moderately Old,flat,1595.0,0,1,0,0,0,2,165
parsvnath exotica,4.0,sector 53,1658.0,3,4,3+,8.0,Relatively New,flat,2500.0,0,1,0,1,1,2,174
tarc maceo,1.0,sector 91,646.0,3,4,3+,3.0,Relatively New,flat,1786.0,1,1,0,0,0,1,112
mapsko mount ville,1.0,sector 79,772.0,3,3,2,1.0,Relatively New,flat,1212.0,1,0,0,1,0,2,166
ireo victory valley,4.0,sector 67,1393.0,4,4,3+,0.0,Relatively New,flat,3200.0,1,1,1,1,0,2,165
ireo skyon,2.0,sector 60,1613.0,2,3,2,4.0,Relatively New,flat,1403.0,1,0,0,0,0,1,100
dlf the ultima,2.0,sector 81,1280.0,3,3,3,15.0,Relatively New,flat,2343.0,0,1,0,0,0,2,49
independent,7.5,sector 56,23148.0,8,8,3+,3.0,Relatively New,house,3240.0,1,1,0,1,0,0,42
m3m skycity,2.0,sector 65,1559.0,3,3,3,43.0,Under Construction,flat,1654.0,0,0,0,0,0,2,115
dlf the primus,3.0,sector 82a,1343.0,5,5,3+,14.0,Relatively New,flat,2896.0,1,0,0,0,0,0,49
tulip purple,1.0,sector 69,900.0,4,5,3+,4.0,Relatively New,flat,2200.0,0,1,0,0,0,1,165
international city by sobha phase 2,8.75,sector 109,24306.0,5,5,3+,3.0,New Property,house,3600.0,1,1,1,1,0,2,153
bptp pedestal,0.9,sector 70a,7582.0,2,2,3+,3.0,New Property,house,1319.0,0,1,0,0,1,1,153
emaar mgf palm terraces,4.0,sector 66,1060.0,5,5,3+,11.0,New Property,flat,3321.0,0,1,0,0,0,1,105
signature global solera,0.02,sector 107,562.0,2,2,2,14.0,Relatively New,flat,543.0,0,0,0,0,0,1,38
tulip violet,1.0,sector 69,900.0,3,3,2,8.0,Relatively New,flat,1428.0,0,0,0,1,0,2,94
independent,3.2,sector 4,14222.0,3,3,2,2.0,Old Property,house,2250.0,0,0,0,0,0,1,13
dlf regency park,1.0,sector 28,1240.0,2,2,3+,19.0,Moderately Old,flat,1050.0,0,0,0,1,0,2,157
karmyogi apartment,2.0,sector 10a,647.0,6,4,2,6.0,Moderately Old,flat,3951.0,0,0,0,0,0,1,0
ss the leaf,1.0,sector 85,778.0,3,4,3,7.0,Relatively New,flat,2225.0,0,0,0,0,0,1,49
krisumi waterfall residences,3.0,sector 36a,1438.0,3,3,2,17.0,New Property,flat,2297.0,0,0,0,0,0,1,31
independent,1.8,sector 11,8079.0,8,5,2,1.0,Moderately Old,house,2476.0,0,0,0,0,0,1,0
m3m merlin,3.0,sector 67,1442.0,3,4,3,16.0,Relatively New,flat,2016.0,0,1,0,0,0,2,174
independent,4.5,sector 9a,14286.0,9,9,3+,3.0,Relatively New,house,3150.0,1,0,0,1,1,2,38
shapoorji pallonji joyville gurugram,2.0,sector 102,1145.0,3,3,3,9.0,New Property,flat,1571.0,0,0,0,0,0,1,109
bptp terra,1.0,sector 37d,808.0,4,3,3,15.0,Relatively New,flat,2025.0,1,1,0,1,1,1,49
breez global hill view,0.03,sohna road,547.0,2,2,1,17.0,New Property,flat,1000.0,0,0,0,0,0,1,49
shree vardhman flora,0.06,sector 90,679.0,2,2,3,9.0,Relatively New,flat,1050.0,1,0,0,0,0,1,67
tulip ivory,2.0,sector 70,833.0,4,5,3+,2.0,Relatively New,flat,2172.0,0,1,0,0,0,2,49
experion windchants,3.0,sector 112,1143.0,3,5,2,3.0,Relatively New,flat,2800.0,0,1,0,0,0,1,72
independent,7.0,sector 41,28283.0,7,7,3+,3.0,Moderately Old,house,2475.0,1,1,1,1,0,0,151
chintels paradiso,1.0,sector 109,749.0,4,4,2,11.0,Relatively New,flat,2380.0,0,1,0,1,0,1,49
international city by sobha phase 2,6.25,sector 109,11574.0,4,4,3+,2.0,Relatively New,house,5400.0,0,1,0,0,0,1,138
m3m soulitude,1.0,sector 89,878.0,3,3,3,3.0,New Property,flat,1288.0,1,0,0,0,1,1,61
conscient heritage max,2.0,sector 102,931.0,3,4,3,13.0,Relatively New,flat,1945.0,1,1,0,0,0,1,101
m3m woodshire,1.0,sector 107,892.0,3,3,3+,4.0,Relatively New,flat,1554.0,0,0,0,1,0,2,174
paras dews,1.0,sector 106,600.0,3,4,3,8.0,Relatively New,flat,1305.0,1,1,0,0,0,1,49
independent,2.25,sector 51,2778.0,6,3,3+,3.0,Relatively New,house,900.0,0,0,0,0,0,1,54
pivotal devaan,0.03,sector 84,728.0,2,2,1,10.0,Relatively New,flat,531.0,0,0,1,0,0,1,103
tata primanti,4.0,sector 72,1377.0,4,5,2,7.0,Moderately Old,flat,2629.0,0,1,0,0,0,1,38
ats tourmaline,1.0,sector 109,857.0,3,3,3+,7.0,Relatively New,flat,1466.0,0,0,0,0,0,1,165
signature global solera,0.02,sector 107,573.0,2,2,2,6.0,Relatively New,flat,543.0,0,0,0,0,0,1,45
godrej,1.0,sector 79,852.0,2,2,3,2.0,Relatively New,flat,1423.0,1,0,0,0,0,1,158
m3m skywalk,2.0,sector 74,1364.0,3,3,2,9.0,Relatively New,flat,1938.0,0,1,0,0,0,2,174
pioneer urban presidia,6.0,sector 62,1499.0,4,4,3+,3.0,Moderately Old,flat,3925.0,1,0,0,0,0,1,86
shree vardhman flora,0.09,sector 90,491.0,3,4,3,4.0,Relatively New,flat,1493.0,0,1,0,0,0,1,116
independent,5.5,sector 43,2716.0,8,7,3+,3.0,Moderately Old,house,2850.0,1,1,0,1,1,2,123
central park flower valley,1.0,sohna road,674.0,3,3,0,11.0,Relatively New,flat,1780.0,0,0,0,0,0,1,66
central park flower valley,2.0,sector 33,1048.0,3,3,3,12.0,New Property,flat,1900.0,0,1,0,0,0,2,49
dlf the primus,1.0,sector 82a,1385.0,3,3,3+,10.0,Relatively New,flat,1545.0,0,1,0,0,0,0,174
m3m golfestate,7.0,sector 65,1818.0,3,3,2,12.0,Moderately Old,flat,4278.0,0,0,1,0,0,1,60
sare crescent parc royal greens phase 1,0.05,sector 92,500.0,2,2,3,2.0,Relatively New,flat,1000.0,0,0,0,0,0,1,0
pareena coban residences,1.0,sector 99a,676.0,3,5,3,6.0,New Property,flat,1807.0,0,1,0,0,1,1,60
suncity vatsal valley,1.0,gwal pahari,1070.0,3,3,3,2.0,New Property,flat,1589.0,0,0,0,0,0,2,117
emaar gurgaon greens,1.0,sector 102,1350.0,3,3,3,6.0,Relatively New,flat,1315.0,0,1,0,0,0,2,128
m3m woodshire,1.0,sector 107,596.0,4,5,3+,12.0,Relatively New,flat,2505.0,0,1,0,0,0,1,21
godrej meridien,5.6,sector 106,14000.0,5,4,3+,33.0,New Property,house,4000.0,1,1,1,1,0,1,151
